class_label,feature,count,mean,std,min,25%,50%,75%,max
negative_non_bestseller,page_count,2844.0,248.2753164556962,220.51122406631475,1.0,126.75,230.0,320.0,6394.0
negative_non_bestseller,ol_edition_count,5493.0,1.2958310577098124,0.7030101923308371,1.0,1.0,1.0,1.0,10.0
negative_non_bestseller,publish_year,5493.0,2024.0067358456217,3.7801170027622786,1980.0,2025.0,2025.0,2025.0,2026.0
positive_bestseller,page_count,1808.0,179.2671460176991,217.4524965375205,0.0,0.0,0.0,337.0,1679.0
positive_bestseller,ol_edition_count,1053.0,7.05318138651472,24.76568945890387,1.0,1.0,2.0,5.0,398.0
positive_bestseller,publish_year,1805.0,2024.0072022160664,3.7919060119605756,1980.0,2025.0,2025.0,2025.0,2027.0
